Name													CRC32		Size
Rushing Beat Syura (Peace Keepers) [rbs].rsn								B48F2572	213468
Rockfall [rckf].rsn											4F16F9D7	11314
Roger Clemens' MVP Baseball [rcmb].rsn									9B62B1F3	46148
Robocop 3 [rcop3].rsn											57258207	83664
Radical Dreamers [rd].rsn										9820634B	172387
Raiden Densetsu [rdn].rsn										E6973C26	42000
Realm [realm].rsn											D998D27B	59355
Revolution X [revx].rsn											3B5C5D8E	710782
Rockman and Forte (Megaman and Bass) [rf].rsn								F21D21D7	172373
Ryukiheidan Danzarubu [rhdz].rsn									DDC97E06	68947
RHI Roller Hockey '95 [rhi95].rsn									560B5CC8	61451
Boxing Legends of the Ring [ring].rsn									B221BFAD	48378
Rival Turf [rival].rsn											BEAFB678	70496
Rap Jam [rj].rsn											D2F9D652	496280
Rejoice - Aretha Oukoku no Kanata [rjc].rsn								79EDF2DB	210968
Riverse Kids [rk].rsn											FFE2D3AE	48277
Rokudenashi Blues [rkdb].rsn										B32474CD	54307
Ranma 1-2 - Akaneko-dan Teki Hihou [rmath].rsn								63C1BFEE	116090
Ranma 1-2 - Bakuretsu Rantouhen [rmbr].rsn								A6F7797D	89145
Ranma Nibunnoichi - Chonai Gekitou Hen [rmcg].rsn							FD569758	173707
RPG Maker [rmk].rsn											D7987F06	81310
RPG Maker 2 [rmk2].rsn											7F02F89C	85714
Rocko's Modern Life - Spunky's Dangerous Day [rml].rsn							6F1920BC	108555
Ranma Nibunnoichi - Ougi Jaanken [rmoj].rsn								EBAB2858	104552
Rudra no Hihou [rnh].rsn										26A11598	277017
Art of Fighting [rnk].rsn										F6654829	289098
Ryuuko no Ken 2 (Art of Fighting 2) [rnk2].rsn								BDD8ADF3	323663
Ren & Stimpy - Buckeroo$ [rnsb].rsn									9F5F0FB5	59750
Return of Double Dragon [rodd].rsn									2BFDEFEE	116320
Rise of the Robots [rotr].rsn										3558AE7F	136243
RPM Racing [rpmr].rsn											E84A957C	38313
Road Riot 4WD [rr4w].rsn										FF469C1B	108661
Rex Ronan [rres].rsn											7F1FB2C9	37973
Radical Rex [rrex].rsn											30B0BDCC	138870
Rocky Rodent [rrod].rsn											FC2A76ED	95074
Rock 'n' Roll Racing [rrr].rsn										CA57EB71	59967
Romancing SaGa [rs].rsn											CD011E62	143688
Romancing SaGa 2 [rs2].rsn										8C59B128	190523
Romancing SaGa 3 [rs3].rsn										FA738B42	346004
Ren and Stimpy - Time Warp [rstw].rsn									F4195A74	146415
Rocketeer [rt].rsn											3D8C086E	91215
R-Type 3 [rt3].rsn											51AE83ED	121769
Super Romance of the Three Kingdoms 2 (Super Sangokushi 2) [rtk2].rsn					5645A1C8	48881
Sangokushi 3 (Romance of the Three Kingdoms 3) [rtk3].rsn						F5DF0AA8	46641
Sangokushi 4 (Romance of the Three Kingdoms 4) [rtk4].rsn						055B4511	157223
Robotrek [rtrek].rsn											E8B26463	167192
Run Saber [run].rsn											9172CD9A	60189
Robocop vs. the Terminator [rvt].rsn									5D0635C1	57804
Suzuka 8 Hours [s8h].rsn										4B14FD38	75441
Super Aleste (Space Megaforce) [sa].rsn									0CA5652F	61741
Space Ace [sace].rsn											8BF80BD1	173431
Super Air Diver [sad].rsn										0408BF96	72157
Super Air Diver 2 [sad2].rsn										C07E17CE	63267
Skipp and Friends [saf].rsn										8FB29A1E	297686
Super Adventure Island [sai].rsn									C3E24062	137296
Super Adventure Island 2 [sai2].rsn									C3D3FAEE	181086
Same Game [same].rsn											7EEE9250	226167
Samurai Shodown [samu].rsn										6BF8EF47	287393
Sansara Naga 2 [sana2].rsn										0FAFC534	124776
Sanrio Shanghai [sans].rsn										AA400A76	55972
BS SatesupuDX 4 [sate].rsn										57862D91	57463
Spiderman and the X-Men - Arcade's Revenge [saxar].rsn							5EC850B5	73298
Soul Blazer [sb].rsn											9D6071BF	78562
Super Big 2 [sb2].rsn											EBBAA42F	47139
Super Baseball 2020 [sb20].rsn										64971BC8	109478
Super Buster Bros. [sbb].rsn										2EB169EA	64948
Super Black Bass [sbb1].rsn										67C2FF3E	63479
Super Black Bass 2 (Bassin's Black Bass) [sbb2].rsn							D0756240	60171
Shien - The Blade Chaser (Shien's Revenge) [sbc].rsn							DA32DAA0	124361
Super Back to the Future 2 [sbf2].rsn									6531645A	208628
Super Bikkuriman [sbk].rsn										86283459	71420
Super Bases Loaded [sbl].rsn										AFA8E368	80289
Super Bases Loaded 2 [sbl2].rsn										94A28C15	79923
Super Bases Loaded 3 [sbl3].rsn										F0E58E29	88493
Sonic Blastman [sblm].rsn										D83D3538	48317
Sonic Blastman 2 [sblm2].rsn										80E6FEF8	91977
Super Bomberman [sbm].rsn										926EEDE4	81396
Super Bomberman 2 [sbm2].rsn										0A757C8A	95571
Super Bomberman 3 [sbm3].rsn										B029757C	259804
Super Bomberman 4 [sbm4].rsn										3A5ADC4F	284493
Super Bomberman 5 [sbm5].rsn										8BC326D3	362222
Simpsons - Bart's Nightmare, The [sbn].rsn								CDEBB340	151981
Super Bombliss [sbom].rsn										D0F67915	69026
Super Bowling [sbowl].rsn										AF3B00E5	27761
Syutoko Battle Racing 2 [sbr2].rsn									7A0178F2	221180
Super Battleship [sbs].rsn										447322DB	42617
Super Battletank [sbtk].rsn										94ABB93B	48031
Super Battletank 2 [sbtk2].rsn										57279B0D	55352
Super Batter Up [sbup].rsn										8F48A5D3	77930
Sim City [sc].rsn											0CA7EE92	54736
Super Casino 2 [scas2].rsn										717BFF77	97263
Scooby Doo Mysteries [scd].rsn										3474B766	91320
Super Chase H.Q. [schq].rsn										391E35C9	101258
Shin Chou Kouki [sck].rsn										2FD6F042	108842
Super Conflict - The Mideast [scme].rsn									E604AC13	132361
Super Caesar's Palace [scp].rsn										166EA5E7	49005
Super Castlevania 4 [scv4].rsn										3F05F8E0	93025
Secret of Mana [sd2].rsn										BCE7FE3F	186725
Seiken Densetsu 3 [sd3].rsn										E9620DCA	295329
Super Double Dragon [sdd].rsn										3073C8E3	109433
SD F-1 Grand Prix [sdf1g].rsn										8B13E19A	74410
SD Gundam 2 [sdg2].rsn											7A4E186C	74630
SD Great Battle [sdgb].rsn										8379B930	52777
SD Gundam Gaiden - Knight Gundam Monogatari Ooinaru Isan [sdgg].rsn					7DF6C67A	66059
SD Gundam Gaiden 2 - Entaku no Kishi [sdgg2].rsn							364BA9CE	65162
SD Gundam G-Next [sdggn].rsn										29042EC1	69557
SD Gundam GX [sdggx].rsn										A3C194F6	120220
SD Gundam Power Formation Puzzle [sdgpf].rsn								A0BEEE75	106446
SD Kidou Senshi Gundam V [sdgv].rsn									F608DE69	66568
SD Gundam X - Super Gachapon World [sdgx].rsn								2FB215CE	85989
SD Hiryu no Ken [sdhk].rsn										7A869F7E	165752
Sword Maniac [sdmc].rsn											6C2BE54A	116593
Super Drift Out [sdo].rsn										878D3771	123585
Seifuku Densetsu - Pretty Fighter [sdpf].rsn								8676D1F6	171404
SD Ultra Battle [sdub].rsn										487DBDD6	58468
Super Dunk Star [sduns].rsn										A83E3552	89393
Sim Earth [se].rsn											9DC980B9	70860
Sensible Soccer [sens].rsn										70424CB5	65718
Super Star Wars - The Empire Strikes Back [sesb].rsn							DBE714C2	120868
Star Fox [sf].rsn											25960A17	227899
Super F1 Circus [sf1c].rsn										B0D563CF	51682
Super F1 Hero [sf1h].rsn										E7B6BC1A	116927
Street Fighter 2 [sf2].rsn										F27D6B09	111778
Street Fighter 2 Turbo [sf2t].rsn									3E526B3C	104897
Street Fighter Alpha 2 [sfa2].rsn									39C32BAD	375870
Space Football [sfb].rsn										7C551D03	52979
Super Family Circuit [sfc].rsn										636A5307	51427
Super Famicom Box BIOS [sfcb].rsn									05A086DD	23703
Super Famicom Wars [sfcw].rsn										F69B3DDB	233585
Sankyou Fever Fever! [sff].rsn										20CE90BD	69857
Super Family Gerende [sfg].rsn										DE00124B	102898
Super Final Match Tennis [sfmt].rsn									5E327322	139372
Super Fire Pro Wrestling [sfpw].rsn									6FDCF782	84107
Super Formation Soccer (Super Soccer) [sfs].rsn								E14B1965	82022
Super Formation Soccer 2 [sfs2].rsn									D5D54249	90188
Super Formation Soccer '94 [sfs94].rsn									0464C32D	161582
Super Formation Soccer '95 [sfs95].rsn									ECD5A70A	158039
Super Formation Soccer '96 [sfs96].rsn									9607ED32	83014
Super Family Tennis [sft].rsn										8FA92DF7	114344
Starfield Trainer [sftr].rsn										4AB89984	3385
Star Fox 2 (never released to public) [sfx2].rsn							B9880589	189421
St. Giga 10gatsu Gou [sg10g].rsn									1BD17F90	35147
Shinri Game 3, The [sg3].rsn										925BF022	69805
Stargate [sgate].rsn											9EF86631	117071
Super Gameboy [sgb].rsn											938C9ED3	46172
Super Gameboy 2 [sgb2].rsn										8730661F	46827
Sengoku Denshou [sgd].rsn										5E924C82	91228
Speedy Gonzalez in Los Gatos Banditos [sggb].rsn							9E538921	124626
Sugoi Hebereke [sgh].rsn										71FF880B	137529
Super Genjin 2 [sgj2].rsn										9832DFCC	79034
Same Game Mario [sgm].rsn										0C736ADD	76106
Super Gomoku Narabe Renju [sgn].rsn									CB3316B1	37966
Super Ghouls 'n' Ghosts [sgng].rsn									C8A25F9F	69240
Super Gussun Oyoyo [sgo].rsn										8A69B3C7	141077
Super Gussun Oyoyo 2 [sgo2].rsn										708A3A4D	155727
Super Goal! [sgoal].rsn											5B91EFAE	73092
Super Godzilla [sgod].rsn										DF317A3A	83972
Super Hockey '94 [sh94].rsn										38259228	55141
Street Hockey '95 [sh95].rsn										52B55945	154195
Shadow, The [shad].rsn											45070136	224834
Shaq Fu [shaq].rsn											5D2C0CC0	89757
Shonen Ashibe [shas].rsn										10DB6268	40819
Shiki Eiyuu Den - Jinryuu Densetsu [shed].rsn								64802EDE	162651
Shanghai - Banri no Tyojyo ~ The Great Wall [shg].rsn							E04E58E8	68702
Shanghai 2 - Dragon's Eye [shg2].rsn									A9F17EB2	111700
Shougi Club [shgc].rsn											0EA7A1F4	8163
Shougi Fuurinkazan [shgfk].rsn										3659A4A1	86926
Super High Impact [shi].rsn										29D0C363	157049
Shinseiki Odysselya [shod].rsn										162929DB	84185
Shinseiki Odysselya 2 [shod2].rsn									3EC70BA3	110448
Shadowrun [shr].rsn											D2F693BB	97254
Shougi Saikyou [shsa].rsn										85C30AE5	63064
Sailor Moon Super S - Zenin Sanka!! Shuyaku Soudatsusen [shuso].rsn					3D695646	152399
Space Invaders [si].rsn											62B558C2	51312
Super International Cricket [sic].rsn									ED3D0627	85894
Sports Illustrated Championship Football and Baseball [sicfb].rsn					C91833AD	104125
Side Pocket [sidep].rsn											16C54BB3	93456
SimAnt [sima].rsn											8D32A21C	106712
Super Indy Champ [sindc].rsn										8FE02327	112817
Shin Ikkaku Senkin [sis].rsn										F67A4E10	99620
Space Invaders (Super Game Boy) [sisgb].rsn								1022C75B	53051
Super James Pond [sjp].rsn										75AE0BB4	23954
Super James Pond 2 [sjp2].rsn										077AF55D	33560
Super James Pond 3 [sjp3].rsn										090AC8BB	92786
SWAT Kats [sk].rsn											60599C10	134856
Sougou Kakutougi Astral Bout [skab].rsn									43FA462E	84452
Sougou Kakutougi Astral Bout 2 - The Total Fighters [skab2].rsn						17E17C4E	138274
Astral Bout 3 [skab3].rsn										0C916192	80681
Skyblazer [skb].rsn											8A696E48	124648
Sengo Kuno Hasha - Tenka Fubu heno Michi [skh].rsn							BBB4915C	132056
Super Kyuukyoku Harikiri Stadium [skhs].rsn								0164267A	108755
Skuljagger [skjg].rsn											F68054CC	42740
Super Koukou Yakyuu - Ikkyuu Nyuukon [skyin].rsn							F56519F8	105094
Super Slapshot [slap].rsn										0BE66100	54981
Slayers [slay].rsn											0E547121	139188
Super Loopz [sloop].rsn											A800BF23	58781
Super Metroid [sm].rsn											75EF6FF6	304592
Super Mad Champ [smadc].rsn										97EF69E7	82576
Super Mario All-Stars [smas].rsn									860D624C	137206
Seijuu Maden - Beasts & Blades [smbb].rsn								625EED1E	97195
Shin Momotarou Densetsu [smd].rsn									EED78156	150102
Super Momotarou Dentetsu DX [smdd].rsn									85C1DA60	163396
Super Mario Excitebike [smeb].rsn									1CD31693	122170
Sailor Moon Super S - Fuwa Fuwa Panic [smffp].rsn							80304932	88514
Super Mario Kart [smk].rsn										C755ED3F	77495
Spiderman - Lethal Foes [smlf].rsn									9CD55494	92598
Sailor Moon - Another Story [smoon].rsn									3E8CB169	192577
Super Morph [smph].rsn											AF1E44F4	78465
Super Mario RPG [smr].rsn										14504562	383083
Shodan Morita Shougi [smsh].rsn										DADA1944	81868
Bishoujo Senshi Sailormoon S - Jougai Rantou [smsjr].rsn						53C334B0	196887
Sailor Moon S - Kurukkurin [smsk].rsn									72516914	60133
Small Soldiers (Super Gameboy) [smso].rsn								6304779F	49805
Bishoujo Senshi Sailormoon S - Kondoha Puzzle de Oshiokiyo! [smspo].rsn					54AE1A76	116070
Shooting Macross - Scrambled Valkyrie [smsv].rsn							8E9FF106	148587
Shin Megami Tensei [smt].rsn										38726B0E	63784
Shin Megami Tensei 2 [smt2].rsn										FBDFF13F	79045
Shin Megami Tensei - If... [smti].rsn									E9DE8883	115274
Smurfs, The [smurf].rsn											FE725924	117340
Smurfs 2, The [smurf2].rsn										CC022484	104289
Super Mario World [smw].rsn										4CBAC066	113303
Super Ninja Boy [snb].rsn										5B3FE70F	67853
Sporting News Baseball [snbb].rsn									14EA3563	96605
Mecarobot Golf [snbt].rsn										F4ECF989	101228
Snoopy Concert [snc].rsn										3150B99C	320259
Super Sangokushi (Super Romance of the Three Kingdoms) [sngks].rsn					AC2C271E	114549
Super Ninja Kun [snk].rsn										F4E02E52	72826
Shodai Nekketsu Kouha Kunio-Kun [snkk].rsn								9E4F3CDE	53152
Super Naxat Open [sno].rsn										640B6C19	67521
Shin Nippon Pro Wrestling - Chou Senshi in Tokyo Dome [snpw].rsn					8B0FF83A	59967
Shonen Ninja Sasuke [sns].rsn										A93F7CAF	97089
Saturday Night Slam Masters [snsm].rsn									5BA0155D	226088
Shodankurai Nintei Shodan Pro Mahjong [snspm].rsn							819EF1F8	114218
Sound Novel Tsukuru [snt].rsn										270783A9	106775
Shin Nihon Pro Wrestling '94 [snw94].rsn								C214E62D	133985
Super Nazo Puyo - Rulue no Roux [snz].rsn								F56C252F	103945
Super Nazo Puyo 2 - Rulue no Tetsuwan Hanjyou Ki [snz2].rsn						2D6AEF57	81690
Star Ocean [so].rsn											4C0A91F9	203367
Secret of Evermore [soe].rsn										D2762891	303916
Soldiers of Fortune [sof].rsn										4B466A64	198371
Soccer Kid [sokid].rsn											2AA1DF0D	76079
Solid Runner [solid].rsn										8494AE42	214733
Heisei Shin Onigashima [son].rsn									81A58BF7	104655
Super Oozumou Netsusen Daiichiban [sond].rsn								E5AE9075	68613
Song Master [song].rsn											C20CCEE4	79642
Super Off Road - The Baja [sortb].rsn									20630D5D	88364
S.O.S. [sos].rsn											0EC54757	87024
Sink or Swim [sosw].rsn											1A551CAE	53205
Shadow of the Beast [sotb].rsn										8A6BD28C	77443
Tecmo Secret of the Stars [sots].rsn									B5BD1AF9	95265
Soul Blade (Pirate) [soulb].rsn										60042AFA	46631
Bishoujo Janshi Suuchiipai [sp].rsn									2DCA7353	84220
Super Puyo Puyo 2 [sp2].rsn										480393A0	75482
Super Puyo Puyo 2 Remix [sp2r].rsn									7197F56D	61519
Super Pachinko [spach].rsn										2C5CC0A5	111918
Super Play Action Football [spaf].rsn									F4C19171	80746
Sparkster [spark].rsn											AB1B8580	122391
Super Pachinko Taisen [spata].rsn									7A8D1209	46795
Super Professional Baseball 2 [spb2].rsn								D937DFC0	67040
Super Pinball - Behind the Mask [spbtm].rsn								B9FE1433	51179
Super Bomberman - Panic Bomber W [spbw].rsn								D5865B1A	134607
Spellcraft [spc].rsn											97A513B4	100893
Spindizzy Worlds [spdz].rsn										7194F28C	75755
Spectre [spec].rsn											E627EFC1	86998
Speed Racer [speed].rsn											29FA4D03	110020
Spirou [spir].rsn											91F06AA8	183673
Super Power League [spl].rsn										4EC6964A	117782
Super Power League 2 [spl2].rsn										DE0A85C5	122771
Super Power League 3 [spl3].rsn										060A6DFC	102890
Super Power League 4 [spl4].rsn										D33564C1	64044
Spider-Man [spm].rsn											596CE888	255072
Supapoon [spn].rsn											9EC86AAF	95014
Supapoon DX [spndx].rsn											D443D0C6	118620
Super Punch-Out!! [spo].rsn										1DD114E8	147405
Super Puyo Puyo [spp].rsn										2A23D777	106362
Spriggan Powered [sprp].rsn										FBD94C4F	139890
Super Putty [spt].rsn											7B7DA85F	242227
Spark World [spw].rsn											6D38FC33	72655
Spawn [spwn].rsn											83261107	201811
SeaQuest DSV [sqdsv].rsn										5D870056	74091
Street Racer [srace].rsn										9D94BB51	75364
Super Royal Blood (Gemfire) [srb].rsn									3800C69B	52147
Saibara Rieko no Mahjong Hourouki [srmh].rsn								A778DF9F	60042
Super R-Type [srt].rsn											03AE67A8	59414
Super Robot Taisen 3 [srt3].rsn										30175740	194677
Super Robot Taisen 4 [srt4].rsn										7B0EC2A8	177516
Super Robot Taisen EX [srte].rsn									73037FDE	140735
Super Robot Taisen Gaiden - Masoukishin - The Lord of Elemental [srtg].rsn				DF225DF4	210544
Super Star Wars - Return of the Jedi [srtj].rsn								EDD0A1F4	127995
Shiroi Ring he - Twinkle Little Star [srtls].rsn							C0B671CF	136203
Silva Saga 2 [ss2].rsn											E9B256B3	146474
Super Scope 6 [ss6].rsn											29732DAD	115540
Super Soccer Champ [ssc].rsn										59DA7A48	62135
Shin SD Sengokuden - Daishougun Retsuden [ssds].rsn							75C8FF2F	101796
Super Strike Eagle [sse].rsn										583B5B4E	63509
Sterling Sharpe - End 2 End [sse2e].rsn									20C710FF	56195
Super Street Fighter 2 [ssf2].rsn									6C3B3D6B	492522
Super Shougi [sshg].rsn											9C018E26	60001
Super Shougi 2 [sshg2].rsn										25ECEB0B	81608
Super Shougi 3 [sshg3].rsn										EF05D5FF	105771
Shin Shougi Club [sshgc].rsn										4C9EAD4B	23656
Steven Seagal is the Final Option [ssitfo].rsn								64AB0A42	55908
Shijou Saikyou League Serie A - Ace Striker [sslsa].rsn							884AC874	117143
Shijou Saikyou no Quiz Ou Kettei Sen Super [ssnqs].rsn							668FC8A1	20922
Super Soukoban [ssou].rsn										8F8BA11B	56294
Sunset Riders [ssrd].rsn										B54BC5AC	142707
Saikousoku Shikou Shougi Mahjong [sssm].rsn								25C8FF56	56771
Super Stadium [ssta].rsn										DC63C3B7	65269
Tenbu Spirits [sstbs].rsn										2D20B051	95729
Super Star Wars [ssw].rsn										E530DC09	92739
BS Sousa Sentai Wappers [sswap].rsn									E952297D	43291
Super Tetris 2 + Bombliss [st2].rsn									71A1C74D	65220
Super Tetris 2 + Bombliss Limited Edition [st2l].rsn							F9B139CF	75167
Super Tetris 3 [st3].rsn										FC345408	135836
Super Trump Collection [stc].rsn									CF09C910	75157
Super Tennis [sten].rsn											DC8990F1	59234
Super Tekkyu Fight! [stf].rsn										3E464ECD	63273
Strike Gunner STG [stg].rsn										B271BB6B	26710
Sutte Hakkun [sth].rsn											E96AF657	88790
Super Troll Islands [sti].rsn										1D38498C	42837
Stealth [stl].rsn											AAD7D1B8	150559
Star Trek - The Next Generation [stn].rsn								16AEE420	183026
Stone Protectors [stone].rsn										2B064B11	229717
Street Combat [strc].rsn										E6C9F0C1	54423
Striker [strkr].rsn											603E10D7	45720
Special Tee Shot [sts].rsn										443BDDF5	116182
Star Trek - Starfleet Academy - Ship Bridge Simulator [stsfa].rsn					5C8C5E39	65954
Super Tsume Shougi 1000 [stsh].rsn									5FDC8AE6	66082
Super Smash TV [stv].rsn										EDD7928F	55886
Super Ultra Baseball 2 [sub2].rsn									163E5094	31677
Super Copa [suco].rsn											1915DBD9	71842
Super Double Yakuman [sudy].rsn										29E7B178	34677
Super Double Yakuman 2 [sudy2].rsn									C385D034	40334
Super Famista [sufa].rsn										7743C8E5	70660
Super Famista 2 [sufa2].rsn										72C82D37	107449
Sufami Turbo BIOS [suftu].rsn										0FC64EAB	26287
Super Hanafuda [suha].rsn										DC25234F	94891
Super Mahjong [sumj].rsn										82F29724	46019
Super Mahjong 2 [sumj2].rsn										6D75D330	98073
Super Mahjong 3 [sumj3].rsn										47F0A9D4	153050
Super Mahjong Taikai [sumt].rsn										AB3672F2	90433
Super Uno [suno].rsn											36DBE5C1	51331
Super Solitaire [suso].rsn										03A9F1D9	64979
Super Valis 4 [sv4].rsn											C63E86B9	98856
Onizuka Katsuya Super Virtual Boxing [svb].rsn								356D8F1F	118931
Super Variable Geo [svg].rsn										37FDB666	124120
Syvalion [svln].rsn											C98AFB1C	159666
Spider-Man and Venom - Maximum Carnage [svmc].rsn							EE3EE937	79861
Spider-Man & Venom - Separation Anxiety [svsa].rsn							78CC40E2	102167
Sonic Wings [sw].rsn											60028314	67931
Super Wild Card [swc].rsn										147BB733	71325
Super Widget [swdg].rsn											A88D5F68	63465
Snow White - Happily Ever After [swhea].rsn								2CD8B72E	68069
Super Swiv [swiv].rsn											2B6F244E	45487
Sword World SFC [sws].rsn										2F0C3927	147392
Sword World SFC 2 [sws2].rsn										BD393F6F	136371
Sanrio World Smash Ball [swsb].rsn									9DABB3A5	43176
Sutobasu Yarou Show - 3 on 3 Basketball [syaro].rsn							CF71FEBD	43805
Shoot Your Load [syl].rsn										EC5EDC91	67088
Syndicate [syn].rsn											A6F14A43	59109
Super Syobo Syobo CG Collection [syobo].rsn								9F5889BF	8247
Shounin yo, Taishi o Idake!! [syti].rsn									1629D1E1	214716
Super Zugan [sz].rsn											04C84B42	123693
Super Zugan 2 [sz2].rsn											5C2B6F07	115888
Terminator 2 - Judgment Day [t2jd].rsn									3C89AD77	50370
T2 - The Arcade Game [t2tag].rsn									A6518640	77439
Tetris Attack (Panel de Pon) [ta].rsn									F88AD7B2	172961
Waratte Iitomo! Tamorinpic [tamo].rsn									E1ED1224	61069
Troy Aikman NFL Football [tanf].rsn									5C996EDC	162916
Tarot Mystery [tarm].rsn										95E44A61	35686
Tactical Soccer [taso].rsn										2E062DF6	116372
Taz-Mania [taz].rsn											9578C51C	150241
Thoroughbred Breeder 2 [tb2].rsn									D5DE04CE	100404
Thoroughbred Breeder 3 [tb3].rsn									94872858	121570
Tetris Battle Gaiden [tbat].rsn										394B1CB7	210344
Table Game Daishuugou! [tbgmd].rsn									F30C731A	67563
Turn and Burn - No Fly Zone [tbnfz].rsn									C692D7FB	64820
Total Carnage [tcar].rsn										A74DF0DC	152295
Treasure Conflix [tcx].rsn										20C6CEAC	108798
Mickey no Tokyo Disneyland Daibouken [tdl].rsn								0CBCEC88	78055
Tetris and Dr. Mario [tdm].rsn										F02D8601	52494
Thunder Spirits [tdsp].rsn										A989875A	93916
Tenchi Muyo [temu].rsn											486647A6	130664
SNES Test Program [test].rsn										510C21D0	38942
Tetris 2 [tet2].rsn											BE385961	72009
Top Gear [tg].rsn											6AEFFDE6	44483
Top Gear 2 [tg2].rsn											697D2CE6	99451
Top Gear 3000 [tg3].rsn											3A24BEEA	90910
Thunderbirds [thbi].rsn											C0069FA3	86921
Tinhead [thead].rsn											5BC5D05A	68486
Treasure Hunter G [thg].rsn										42D54087	235414
Tick, The [tick].rsn											9DF30C7C	104683
Taikyoku Igo Idaten [tii].rsn										BC59CA21	73989
Time Cop [timec].rsn											C85BFEC2	225418
Teenage Mutant Ninja Turtles IV - Turtles in Time [tit].rsn						41F564D9	144316
Tom and Jerry [tj].rsn											C9BCA12A	35591
Taekwon-Do [tkd].rsn											2CA522A7	112085
Tekichuu Keiba Juku [tkj].rsn										E9AB9272	31489
Tokimeki Memorial [tkmm].rsn										5F6BACFA	255858
TKO Super Championship Boxing [tko].rsn									C36AA239	39829
Tokoro's Mahjong [tkrm].rsn										297F4255	42901
Taikou Rissiden [tkrsd].rsn										9A979B48	53975
True Lies [tl].rsn											32D98F38	195546
Last Battle, The [tlb].rsn										BEC038C5	98925
Tottemo! Lucky Man [tlm].rsn										A3A861A2	127523
Top Management 2 [tm2].rsn										C1CAC690	141705
Takemiya Masaki Kudan no Igo Taishou [tmkit].rsn							67FC5DDF	88252
Teenage Mutant Ninja Turtles - Tournament Fighters [tmnt5].rsn						83BEA2D7	145312
Tony Meola's Sidekicks Soccer [tmss].rsn								C59CF15F	90770
Torneco no Daibouken - Fushigi no Dungeon [tnd].rsn							EF0091EA	115386
Teitoku no Ketsudan [tnk].rsn										69B71D10	49727
Teitoku no Ketsudan 2 [tnk2].rsn									B7CEA2B7	196702
Tenshi no Uta - Shiroki Tsubasa no Inori [tnu].rsn							EB43AAC8	162611
Ninja Warriors, The [tnw].rsn										96FEEE40	105164
Tactics Ogre [to].rsn											C2BAD995	201367
Tales of Phantasia [top].rsn										CA251807	283562
Tsuppari Oozumo Rissin Shusse Hen [torsh].rsn								FB370467	119226
Total Football [totf].rsn										31C21E9A	110361
Toys [toys].rsn												570A89F9	50599
Theme Park [tp].rsn											7976C25C	54806
Timon and Pumbaa's Jungle Games [tpjg].rsn								D19E2294	150064
Twinbee - Rainbow Bell Adventure [trba].rsn								AD87905A	142249
Trinea [trin].rsn											09D05ABC	145648
Troddlers [trod].rsn											E93BBF5F	61630
Terranigma [ts].rsn											4003888C	166353
Tecmo Super Baseball [tsb].rsn										9393985F	69040
Tecmo Super Bowl [tsbw].rsn										BDDDA9A9	149834
Shinri Game, The [tsg].rsn										2BDEAC3A	40754
Shinri Game 2 - Magical Trip, The [tsg2].rsn								E01360C3	95512
Time Slip [tslip].rsn											039895C0	52144
Tecmo Super NBA Basketball [tsnb].rsn									CED4A8E1	60487
Traverse - Starlight and Prairie [tsp].rsn								90A76B94	380187
Toy Story [tst].rsn											1C8A84F2	209272
Tin Star [tstar].rsn											07902D01	105629
Toy Story (Super Gameboy) [tstgb].rsn									EDDF7431	49117
Tsuyoshi Shikkarishinasai Taisen Puzzle-Dama [tstp].rsn							8F8E9AAA	130309
Tsuri Taro [tsuta].rsn											47621FC3	79503
Tiny Toon Adventures - Buster Busts Loose [tta].rsn							6940A927	144946
TinTin au Tibet [ttat].rsn										E4A2BBAE	145519
Tiny Toon Adventures - Wacky Sports Challenge [ttawsc].rsn						25428EDF	137021
Thomas the Tank Engine & Friends [ttef].rsn								BC0EA52E	64292
Twisted Tales of Spike McFang, The [ttsmf].rsn								3E56BC31	128846
TinTin, Les Aventures de - Le Temple du Solei [ttts].rsn						ED21CCFD	143176
Time Trax [ttx].rsn											BFC61BC5	78090
Mr. Tuff [tuff].rsn											79761027	129569
Super Turrican [turr].rsn										ECF44C25	91250
Super Turrican 2 [turr2].rsn										0D39AEE4	233176
Tetsuwan Atom [twa].rsn											B4FDB158	54756
Tadaima Yusya Bosyutyu Okawari [tybo].rsn								3F059D2F	132024
Ultra Seven [u7].rsn											B126D2D6	59133
Ultra Baseball Jitsumeiban [ubj].rsn									41701DED	31680
Ultra Baseball Jitsumeiban 2 [ubj2].rsn									53163353	58410
Ultra Baseball Jitsumeiban 3 [ubj3].rsn									34106E86	57368
Undercover Cops [ucc].rsn										5CA21D4D	119608
Ultima - Dinosaur Empire [ukt].rsn									83FBAD20	53368
Utyu no Kishi Tekkaman Blade [uktb].rsn									FD6AAD01	36137
Ultra League [ulmst].rsn										F6670BC4	106587
Ultima 6 [ult6].rsn											7CD85CA2	76393
Ultima 7 [ult7].rsn											4A1C9F50	56758
Ultraman [ultm].rsn											F0D3A0B9	100513
Ultraman - Towards the Future [um].rsn									D2FB1669	48247
Umihara Kawase [umi].rsn										DD331033	52185
Umizuri Meijin [umizm].rsn										AAA08E33	88460
Untitled NFL Football Game [unfl].rsn									F1C994C1	31259
Uniracers [unir].rsn											40711CCD	94215
Untouchables, The [unt].rsn										BE1239F8	118741
